Forwarding Table for Node 19 at TIME_STEP 0:
Destination	Path	Cost
Forwarding Table for Node 19 at TIME_STEP 7:
Destination	Path	Cost
0		[0]	4
1		[0, 1]	9
2		[0, 1, 2]	15
3		[0, 1, 2, 3]	22
4		[0, 1, 2, 7, 4]	22
5		[0, 1, 2, 7, 4, 5]	30
6		[15, 13, 8, 6]	28
7		[0, 1, 2, 7]	21
8		[15, 13, 8]	23
9		[15, 13, 8, 12, 9]	29
10		[15, 13, 8, 12, 9, 10]	36
11		[15, 13, 8, 12, 9, 11]	32
12		[15, 13, 8, 12]	26
13		[15, 13]	13
14		[15, 13, 14]	23
15		[15]	8
16		[15, 13, 16]	20
17		[15, 17]	11
18		[15, 13, 16, 18]	21


Forwarding Table for Node 19 at TIME_STEP 8:
Destination	Path	Cost
0		[0]	10
1		[0, 1]	16
2		[15, 13, 2]	17
3		[15, 13, 2, 3]	22
4		[15, 13, 2, 7, 4]	29
5		[15, 13, 8, 6, 5]	28
6		[15, 13, 8, 6]	21
7		[15, 13, 2, 7]	25
8		[15, 13, 8]	18
9		[15, 13, 8, 9]	23
10		[15, 13, 8, 9, 10]	30
11		[15, 13, 8, 9, 11]	33
12		[15, 13, 8, 12]	24
13		[15, 13]	16
14		[15, 13, 14]	19
15		[15]	7
16		[15, 13, 16]	26
17		[15, 17]	12
18		[15, 13, 16, 18]	36


Forwarding Table for Node 19 at TIME_STEP 9:
Destination	Path	Cost
0		[0]	6
1		[0, 1]	10
2		[15, 13, 8, 2]	14
3		[15, 13, 8, 3]	15
4		[15, 13, 8, 3, 7, 4]	23
5		[15, 13, 8, 3, 7, 4, 5]	26
6		[15, 13, 8, 6]	22
7		[15, 13, 8, 3, 7]	16
8		[15, 13, 8]	13
9		[15, 13, 8, 9]	20
10		[15, 13, 8, 9, 10]	26
11		[15, 13, 8, 9, 11]	25
12		[15, 13, 8, 12]	22
13		[15, 13]	8
14		[15, 13, 14]	13
15		[15]	3
16		[15, 13, 16]	15
17		[15, 17]	11
18		[15, 13, 16, 18]	22


Forwarding Table for Node 19 at TIME_STEP 10:
Destination	Path	Cost
0		[0]	6
1		[0, 1]	16
2		[15, 13, 8, 2]	21
3		[15, 13, 8, 2, 3]	22
4		[15, 13, 8, 2, 7, 4]	26
5		[15, 13, 8, 2, 7, 6, 5]	29
6		[15, 13, 8, 2, 7, 6]	24
7		[15, 13, 8, 2, 7]	23
8		[15, 13, 8]	20
9		[15, 13, 8, 12, 9]	25
10		[15, 13, 8, 12, 9, 10]	32
11		[15, 13, 8, 12, 9, 11]	31
12		[15, 13, 8, 12]	21
13		[15, 13]	15
14		[15, 13, 14]	20
15		[15]	6
16		[15, 13, 16]	24
17		[15, 17]	10
18		[15, 13, 16, 18]	26


Forwarding Table for Node 19 at TIME_STEP 11:
Destination	Path	Cost
0		[0]	5
1		[15, 13, 2, 1]	7
2		[15, 13, 2]	5
3		[15, 13, 2, 3]	7
4		[15, 13, 2, 7, 4]	18
5		[15, 13, 2, 7, 6, 5]	13
6		[15, 13, 2, 7, 6]	10
7		[15, 13, 2, 7]	9
8		[15, 13, 2, 8]	7
9		[15, 13, 2, 8, 9]	9
10		[15, 13, 2, 8, 9, 10]	17
11		[15, 13, 2, 8, 9, 11]	13
12		[15, 13, 2, 8, 12]	12
13		[15, 13]	3
14		[15, 13, 14]	10
15		[15]	2
16		[15, 13, 16]	9
17		[15, 17]	3
18		[15, 13, 16, 18]	17


Forwarding Table for Node 19 at TIME_STEP 12:
Destination	Path	Cost
0		[0]	4
1		[0, 1]	10
2		[0, 1, 2]	11
3		[0, 1, 2, 3]	16
4		[0, 1, 2, 7, 4]	17
5		[0, 1, 2, 8, 6, 5]	19
6		[0, 1, 2, 8, 6]	13
7		[0, 1, 2, 7]	13
8		[0, 1, 2, 8]	12
9		[0, 1, 2, 8, 9]	16
10		[0, 1, 2, 8, 9, 10]	19
11		[0, 1, 2, 8, 9, 11]	20
12		[0, 1, 2, 8, 9, 12]	17
13		[15, 13]	13
14		[15, 13, 14]	18
15		[15]	9
16		[15, 13, 16]	17
17		[15, 17]	16
18		[15, 13, 16, 18]	18


Forwarding Table for Node 19 at TIME_STEP 13:
Destination	Path	Cost
0		[0]	4
1		[0, 1]	10
2		[0, 1, 2]	16
3		[0, 1, 2, 3]	20
4		[0, 1, 2, 7, 4]	32
5		[0, 1, 2, 8, 6, 5]	35
6		[0, 1, 2, 8, 6]	25
7		[0, 1, 2, 7]	24
8		[0, 1, 2, 8]	18
9		[0, 1, 2, 8, 12, 9]	24
10		[0, 1, 2, 8, 12, 9, 10]	25
11		[0, 1, 2, 8, 12, 9, 11]	28
12		[0, 1, 2, 8, 12]	19
13		[15, 13]	16
14		[15, 13, 14]	25
15		[15]	8
16		[15, 13, 16]	22
17		[15, 17]	9
18		[15, 13, 16, 18]	28


Forwarding Table for Node 19 at TIME_STEP 14:
Destination	Path	Cost
0		[0]	1
1		[0, 1]	5
2		[0, 1, 2]	10
3		[0, 1, 2, 3]	18
4		[0, 1, 2, 7, 4]	18
5		[0, 1, 2, 7, 4, 5]	19
6		[0, 1, 2, 8, 6]	22
7		[0, 1, 2, 7]	14
8		[0, 1, 2, 8]	16
9		[0, 1, 2, 8, 9]	18
10		[0, 1, 2, 8, 9, 10]	26
11		[0, 1, 2, 8, 9, 11]	27
12		[0, 1, 2, 8, 12]	20
13		[0, 1, 2, 13]	15
14		[0, 1, 2, 13, 14]	19
15		[15]	7
16		[0, 1, 2, 13, 16]	18
17		[15, 17]	12
18		[0, 1, 2, 13, 16, 18]	19


Forwarding Table for Node 19 at TIME_STEP 15:
Destination	Path	Cost
0		[0]	8
1		[0, 1]	14
2		[15, 13, 2]	21
3		[15, 13, 8, 3]	22
4		[15, 13, 8, 6, 7, 4]	26
5		[15, 13, 8, 6, 5]	30
6		[15, 13, 8, 6]	21
7		[15, 13, 8, 6, 7]	25
8		[15, 13, 8]	17
9		[15, 13, 8, 9]	18
10		[15, 13, 8, 9, 10]	20
11		[15, 13, 8, 9, 11]	27
12		[15, 13, 8, 9, 12]	22
13		[15, 13]	13
14		[15, 13, 14]	20
15		[15]	5
16		[15, 13, 16]	14
17		[15, 17]	6
18		[15, 13, 16, 18]	15


Forwarding Table for Node 19 at TIME_STEP 16:
Destination	Path	Cost
0		[0]	6
1		[0, 1]	8
2		[0, 1, 2]	13
3		[0, 1, 2, 3]	16
4		[0, 1, 2, 7, 4]	23
5		[0, 1, 2, 7, 6, 5]	20
6		[0, 1, 2, 7, 6]	18
7		[0, 1, 2, 7]	16
8		[15, 13, 8]	17
9		[15, 13, 8, 9]	20
10		[15, 13, 8, 9, 10]	28
11		[15, 13, 8, 9, 11]	26
12		[15, 13, 8, 12]	19
13		[15, 13]	13
14		[15, 13, 14]	20
15		[15]	6
16		[15, 13, 16]	21
17		[15, 17]	11
18		[15, 13, 16, 18]	23


Forwarding Table for Node 19 at TIME_STEP 17:
Destination	Path	Cost
0		[0]	6
1		[0, 1]	8
2		[15, 13, 2]	15
3		[15, 13, 2, 8, 3]	21
4		[15, 13, 2, 7, 4]	33
5		[15, 13, 2, 8, 6, 5]	30
6		[15, 13, 2, 8, 6]	26
7		[15, 13, 2, 7]	24
8		[15, 13, 2, 8]	16
9		[15, 13, 2, 8, 9]	17
10		[15, 13, 2, 8, 9, 10]	21
11		[15, 13, 2, 8, 9, 11]	25
12		[15, 13, 2, 8, 9, 12]	19
13		[15, 13]	12
14		[15, 13, 14]	22
15		[15]	4
16		[15, 13, 16]	20
17		[15, 17]	9
18		[15, 13, 16, 18]	24


Forwarding Table for Node 19 at TIME_STEP 18:
Destination	Path	Cost
0		[0]	8
1		[0, 1]	15
2		[15, 13, 2]	15
3		[15, 13, 8, 3]	22
4		[15, 13, 2, 7, 4]	22
5		[15, 13, 2, 7, 4, 5]	23
6		[15, 13, 8, 6]	22
7		[15, 13, 2, 7]	21
8		[15, 13, 8]	13
9		[15, 13, 8, 9]	19
10		[15, 13, 8, 9, 10]	25
11		[15, 13, 8, 9, 11]	20
12		[15, 13, 8, 12]	21
13		[15, 13]	12
14		[15, 13, 14]	13
15		[15]	7
16		[15, 13, 16]	14
17		[15, 17]	12
18		[15, 13, 16, 18]	23


Forwarding Table for Node 19 at TIME_STEP 19:
Destination	Path	Cost
0		[0]	9
1		[0, 1]	12
2		[0, 1, 2]	15
3		[0, 1, 2, 3]	19
4		[0, 1, 2, 7, 4]	30
5		[15, 13, 8, 6, 5]	35
6		[15, 13, 8, 6]	26
7		[0, 1, 2, 7]	22
8		[15, 13, 8]	17
9		[15, 13, 8, 9]	18
10		[15, 13, 8, 9, 10]	22
11		[15, 13, 8, 9, 11]	22
12		[15, 13, 8, 12]	19
13		[15, 13]	16
14		[15, 13, 14]	26
15		[15]	9
16		[15, 13, 16]	22
17		[15, 17]	17
18		[15, 13, 16, 18]	32


