Forwarding Table for Node 8 at TIME_STEP 0:
Destination	Path	Cost
17		[13, 15, 17]	11
18		[13, 16, 18]	18
19		[13, 15, 19]	10


Forwarding Table for Node 8 at TIME_STEP 9:
Destination	Path	Cost
0		[3, 2, 1, 0]	19
1		[3, 2, 1]	13
2		[3, 2]	4
3		[3]	2
4		[3, 7, 4]	10
5		[3, 7, 6, 5]	13
6		[3, 7, 6]	9
7		[3, 7]	3
9		[12, 9]	9
10		[12, 9, 10]	15
11		[12, 9, 11]	14
12		[12]	1
13		[3, 2, 13]	8
14		[3, 2, 13, 14]	13
15		[3, 2, 13, 15]	17
16		[3, 2, 13, 16]	15
17		[3, 2, 13, 15, 17]	27
18		[3, 2, 13, 16, 18]	23
19		[3, 2, 1, 0, 19]	21


Forwarding Table for Node 8 at TIME_STEP 10:
Destination	Path	Cost
0		[3, 2, 1, 0]	13
1		[3, 2, 1]	12
2		[3, 2]	3
3		[3]	1
4		[3, 2, 7, 4]	8
5		[6, 5]	7
6		[6]	2
7		[3, 2, 7]	5
9		[9]	10
10		[9, 10]	17
11		[9, 11]	16
12		[12]	9
13		[13]	1
14		[13, 14]	6
15		[13, 15]	2
16		[13, 16]	10
17		[13, 15, 17]	6
18		[13, 16, 18]	15
19		[13, 15, 19]	8


Forwarding Table for Node 8 at TIME_STEP 11:
Destination	Path	Cost
0		[2, 1, 0]	8
1		[2, 1]	3
2		[2]	1
3		[3]	1
4		[2, 7, 4]	14
5		[2, 7, 6, 5]	9
6		[2, 7, 6]	6
7		[2, 7]	5
9		[9]	4
10		[9, 10]	12
11		[9, 11]	8
12		[12]	7
13		[13]	3
14		[13, 14]	10
15		[13, 15]	4
16		[13, 16]	9
17		[13, 15, 17]	7
18		[13, 16, 18]	11
19		[13, 15, 19]	7


Forwarding Table for Node 8 at TIME_STEP 12:
Destination	Path	Cost
0		[2, 1, 0]	14
1		[2, 1]	8
2		[2]	1
3		[3]	4
4		[2, 7, 4]	7
5		[2, 7, 4, 5]	12
6		[6]	9
7		[2, 7]	3
9		[9]	7
10		[9, 10]	10
11		[9, 11]	11
12		[9, 12]	8
13		[13]	4
14		[13, 14]	9
15		[13, 15]	14
16		[13, 16]	8
17		[13, 15, 17]	15
18		[13, 16, 18]	10
19		[13, 15, 19]	19


Forwarding Table for Node 8 at TIME_STEP 13:
Destination	Path	Cost
0		[2, 1, 0]	15
1		[2, 1]	6
2		[2]	2
3		[2, 3]	6
4		[2, 7, 4]	18
5		[6, 5]	19
6		[6]	10
7		[2, 7]	10
9		[9]	4
10		[9, 10]	5
11		[9, 11]	8
12		[9, 12]	6
13		[2, 13]	5
14		[2, 13, 14]	14
15		[2, 13, 15]	11
16		[2, 13, 16]	11
17		[2, 13, 15, 17]	20
18		[2, 13, 16, 18]	14
19		[2, 13, 15, 19]	18


Forwarding Table for Node 8 at TIME_STEP 14:
Destination	Path	Cost
0		[2, 1, 0]	13
1		[2, 1]	12
2		[2]	10
3		[3]	4
4		[3, 7, 4]	13
5		[3, 7, 4, 5]	14
6		[6]	6
7		[3, 7]	9
9		[9]	2
10		[9, 10]	10
11		[9, 11]	11
12		[12]	4
13		[13]	10
14		[13, 14]	14
15		[13, 15]	14
16		[13, 16]	13
17		[13, 15, 17]	19
18		[13, 16, 18]	15
19		[13, 15, 19]	15


Forwarding Table for Node 8 at TIME_STEP 15:
Destination	Path	Cost
0		[13, 15, 19, 0]	19
1		[2, 1]	13
2		[2]	6
3		[3]	5
4		[6, 5, 4]	10
5		[6, 5]	5
6		[6]	4
7		[3, 7]	11
9		[9]	1
10		[9, 10]	3
11		[9, 11]	10
12		[9, 12]	5
13		[13]	3
14		[13, 14]	10
15		[13, 15]	10
16		[13, 16]	4
17		[13, 15, 17]	18
18		[13, 16, 18]	11
19		[13, 15, 19]	11


Forwarding Table for Node 8 at TIME_STEP 16:
Destination	Path	Cost
0		[2, 1, 0]	15
1		[2, 1]	12
2		[2]	10
3		[3]	9
4		[6, 5, 4]	12
5		[6, 5]	5
6		[6]	4
7		[6, 7]	7
9		[9]	3
10		[9, 10]	11
11		[9, 11]	9
12		[12]	2
13		[13]	3
14		[13, 14]	10
15		[13, 15]	4
16		[13, 16]	11
17		[13, 15, 17]	14
18		[13, 16, 18]	20
19		[13, 15, 19]	10


Forwarding Table for Node 8 at TIME_STEP 17:
Destination	Path	Cost
0		[2, 1, 0]	16
1		[2, 1]	11
2		[2]	1
3		[3]	3
4		[6, 5, 4]	13
5		[6, 5]	12
6		[6]	8
7		[3, 7]	9
9		[9]	2
10		[9, 10]	6
11		[9, 11]	10
12		[12]	3
13		[13]	5
14		[13, 14]	15
15		[13, 15]	15
16		[13, 16]	13
17		[13, 15, 17]	22
18		[13, 16, 18]	16
19		[2, 1, 0, 19]	17


Forwarding Table for Node 8 at TIME_STEP 18:
Destination	Path	Cost
0		[2, 1, 0]	6
1		[2, 1]	4
2		[2]	3
3		[3]	3
4		[2, 7, 4]	10
5		[2, 7, 4, 5]	11
6		[6]	9
7		[2, 7]	9
9		[9]	3
10		[9, 10]	9
11		[9, 11]	4
12		[12]	4
13		[2, 13]	5
14		[2, 13, 14]	6
15		[2, 13, 15]	8
16		[2, 13, 16]	7
17		[2, 13, 15, 17]	9
18		[2, 13, 16, 18]	11
19		[2, 1, 0, 19]	8


Forwarding Table for Node 8 at TIME_STEP 19:
Destination	Path	Cost
0		[2, 1, 0]	10
1		[2, 1]	7
2		[2]	3
3		[2, 3]	7
4		[6, 7, 4]	15
5		[6, 5]	12
6		[6]	6
7		[6, 7]	7
9		[9]	5
10		[9, 10]	9
11		[9, 11]	9
12		[9, 12]	6
13		[13]	9
14		[13, 14]	19
15		[13, 15]	11
16		[13, 16]	15
17		[13, 15, 17]	16
18		[13, 16, 18]	17
19		[2, 1, 0, 19]	18


